Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Offsite Storage Box  Count
5256,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),15
5257,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5258,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5259,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),98
5260,9/29/2023,7 am - 6 pm,Vital Records Control (VRC),66
5261,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),20
5262,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5263,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),12
5264,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),22
5265,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5266,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5267,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5269,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5270,5/23/2023,7 am - 6 pm,Vital Records Control (VRC),84
5272,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),59
5273,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5274,TBD,TBD,ACCESS,NOT ON SCHEDULE FOR 2023
5275,8/11/2023,7 am - 6 pm,Vital Records Control (VRC),32
5276,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),100
5278,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),73
5279,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5280,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5281,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5282,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5285,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5286,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5287,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5288,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5290,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5291,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
5292,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5293,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5294,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5295,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5296,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),60
5297,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5298,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),32
5299,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5300,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5301,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5303,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5304,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5305,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5306,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5307,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5308,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5309,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5310,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5311,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5312,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5313,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5314,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5316,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5317,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5319,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5320,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),32
5321,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5323,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5325,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5326,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),248
5327,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5328,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5329,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5330,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5331,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5332,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5334,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5335,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5336,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5337,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5338,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5339,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5340,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5341,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5342,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),96
5343,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),40
5344,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5345,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5346,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5347,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5348,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),108 (missing box data for 6 of the 114 boxes the store reported)
5349,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5350,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5352,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5353,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5355,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),127
5356,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5358,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5359,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
5360,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5361,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),82
5363,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5364,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5365,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5366,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5367,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5368,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),45
5369,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5370,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5371,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5372,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),40
5373,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5374,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),68
5376,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),9
5378,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5379,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),62
5381,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5382,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5383,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5384,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5385,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5386,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5387,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),51
5388,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5389,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),79 (Missing Box Data for 14 of the 93 boxes the store reported )
5390,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5391,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
5392,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5393,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5394,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),110
5396,9/26/2023,7 am - 6 pm,Vital Records Control (VRC),95
5397,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5398,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5399,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5402,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5403,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),122
5404,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5408,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),40
5409,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5410,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5411,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5414,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5416,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),72
5417,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),72
5418,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),116 (missing box data for 4 of the 120 boxes the store reported)
5419,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5420,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5421,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5422,8/15/2023,7 am - 6 pm,Vital Records Control (VRC),64
5423,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5424,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5425,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),51
5426,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5427,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5428,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),40
5429,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),122
5430,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),158
5432,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),64
5433,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5434,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5435,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5436,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5438,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5439,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5440,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5441,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),28
5442,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5443,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),135
5444,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5445,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),51
5446,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5447,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5448,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),10
5449,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5450,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5451,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5452,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),6
5453,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5455,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5458,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5459,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5460,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
5461,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5462,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5463,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5464,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5466,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5467,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
5469,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),90
5470,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5471,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),45
5472,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5476,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
5477,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5479,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5480,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5481,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),109
5482,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),20
5483,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5485,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),108
5486,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5487,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),26 (missing box data for 21 of the 47 boxes the store reported)
5488,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5489,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5490,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5491,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),324
5492,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5494,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5495,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5497,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5498,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5499,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5600,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5601,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5602,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5603,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5604,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),56
5605,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5606,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5608,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5609,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5610,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5611,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5612,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5613,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),13
5614,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5615,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5616,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5617,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5622,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5623,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5624,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5625,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5626,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),62
5627,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5628,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),14
5629,9/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5632,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5633,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5634,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5635,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5637,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5638,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5639,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5640,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5641,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5643,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5644,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5645,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5646,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5649,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5653,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5654,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5657,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),133
5658,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5659,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5661,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5663,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5664,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5667,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5668,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5669,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5670,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5671,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),2 (missing box data for 88 of the 90 boxes the store reported)
5672,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5673,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5675,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5676,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5678,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5683,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5684,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5686,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5687,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5689,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5691,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5692,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5693,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),34
5695,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5697,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
5700,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5701,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5702,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),92
5703,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),96
5704,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5705,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5706,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5707,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5709,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5710,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5713,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5715,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5716,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5717,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5719,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5722,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5725,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
5726,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5727,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5728,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5731,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5732,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5734,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5735,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5737,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),63
5738,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5740,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5741,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5743,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5744,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5745,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5747,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
5748,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),123
5751,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5752,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5753,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5754,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5755,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5758,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5759,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5760,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5761,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5763,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5764,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5766,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),61
5767,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5768,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5769,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5771,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5772,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5773,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5774,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),39
5776,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5777,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5779,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5780,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5781,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5782,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5786,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5787,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5789,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5790,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),5
5791,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5795,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
5797,8/11/2023,7 am - 6 pm,Vital Records Control (VRC),18 (missing box data for 83 of the 101 boxes the store reported)
5799,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5804,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5805,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5806,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5807,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5808,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5809,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),117 (missing box data for 6 of the 123 boxes the store reported)
5810,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5812,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),66
5813,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),38
5814,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),26
5815,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),4
5816,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
