Primary,Business Domain,Data Group (Sub Domain),Data Sub Group (Business Process),Description,Example,Harm to Walmart,Harm to the Individual,Internal Remark,Data Classification,Data Category,Scope
Chinese,销售规划,专有机构信息,系统生成的唯一标识符/代码、仓库/渠道/部门信息,识别和跟踪各种系统中的实体，并确保准确的数据管理和可追溯性。,UUID 或 GUID,,,,敏感,业务信息,全球
Chinese,金融,专有机构信息,税务政策,政府为征收税款而制定的准则和原则。,劳动所得税收抵免,,,,敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,远程医疗数据,通过远程医疗平台收集的信息。,病史/生命体征/症状/生活方式因素等,,,,高度敏感,个人信息,全球
Chinese,金融,专有机构信息,投标及付款（现金、信用卡、WIC 等）,支付的要约与承兑。,现金、信用卡、WIC 等,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,贸易合作伙伴,促进其他双方之间买卖商品和服务的个人或组织。,技术合作伙伴、供应商和交付服务。,,,,敏感,业务信息,全球
Chinese,信息安全,专有机构信息,培训材料或内部技术文件 ,用于培训公司员工，使其了解工作所需特定流程/系统/或技能的资源。,标准操作程序/程序文件/手册等,内部泄漏风险,无,面向内部；可能影响商店流程完整性,敏感,业务信息,全球
Chinese,金融,专有机构信息,司库,管理组织的资金和财务风险。,投资管理 - 监督投资并管理与其相关的风险。,,,,敏感,业务信息,全球
Chinese,金融,专有机构信息,财政运作,管理公司的金融资产和负债。,现金流预测、现金管理、风险管理、流动性管理和投资。,,,,高度敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,心理健康治疗 ,旨在改善心理健康和解决心理健康疾病的干预措施和策略。,心理治疗/药物/支持小组等,,,,高度敏感,个人信息,全球
Chinese,金融,专有机构信息,未公布的财务预测,发布前的财务信息,发布前的 KPI 仪表板,SEC/MNPI 风险,不适用,受法律保护的绩效数据,高度敏感,业务信息,全球
Chinese,销售规划,专有机构信息,未公布的财务、财务计划,尚未公开的公司财务数据或新闻，一旦披露可能对其股价产生重大影响。,股息公告/财务业绩等,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,未公布的纳税义务（如联邦税、国际税等）,尚未正式公布且未向公众公开的义务。,未公布的法院意见/未在 IRB 上发布的 IRS 程序或指导,,,,高度敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,视力中心,在药房内收集的任何个人身份信息均视为 HIPAA 的范围。,姓/名/处方详情/账单信息等 ,,,,高度敏感,个人信息,全球
Chinese,信息安全,专有机构信息,任何 OSI 层（应用、呈现、会话、传输、网络）的漏洞报告/评分，例如端口特定详细信息（源和目标信息）、可利用性指标、Common Vulnerability Scoring System（通用漏洞评分系统，CVSS）、漏洞描述、优先级等。, 评估不同 OSI 层漏洞的严重程度，帮助组织确定补救工作的优先级。,可利用性指标/CVSS 评分/漏洞描述等,,,,高度敏感,业务信息,全球
Chinese,Walmart Connect,专有机构信息,沃尔玛应用程序和网站用户在沃尔玛数字资产上的互动（即来自沃尔玛数字资产的活动类型 – 搜索、浏览、页面查看会话和事件日志）,用户在访问沃尔玛的数字平台时执行的操作或行为。,来自沃尔玛数字资产的活动类型 – 搜索、浏览、页面查看会话和事件日志,,,,敏感,业务信息,美国
Chinese,健康与保健,专有机构信息,沃尔玛健康研究所 ,在药房内收集的任何个人身份信息均视为 HIPAA 的范围。,姓/名/处方详情/账单信息等 ,,,,高度敏感,个人信息,全球
Chinese,所有域,公开信息,公司电话,对外公示的公司电话号码。,在线电话簿中列出的电话号码。,无,无,,非敏感,业务信息,全球
Chinese,所有域,公开信息,公司名称 ,企业依法注册的正式名称，用于经营活动。,用于法律文件/合同/税务申报等,无,无,,非敏感,业务信息,全球
Chinese,所有域,公开信息,高管,管理和领导组织的高层人员。,总裁/高级副总裁/首席财务官等,无,无,,非敏感,业务信息,全球
Chinese,所有域,公开信息,其他公开信息,其他公开信息,其他公开信息,无,无,,非敏感,业务信息,全球
Chinese,所有域,公开信息,已公布的年度报告,上市公司每年发布的文件，用于分享有关其业绩和财务状况的信息。,已发布的沃尔玛年度报告,无,无,,非敏感,业务信息,全球
Chinese,所有域,公开信息,已公布的营业地址 ,公开列出且可访问的营业地址。,在线列表或印刷目录中列出的地址,无,无,,非敏感,业务信息,全球
Chinese,所有域,公开信息,已公布的公司联系信息 ,公开的公司联系信息。,公司网站的“联系我们”部分,无,无,,非敏感,业务信息,全球
Chinese,所有域,公开信息,已公布的配送中心,存储货物以及在零售商/批发商/及客户之间运输货物的物流设施。,零售配送中心,无,无,,非敏感,业务信息,全球
Chinese,所有域,公开信息,已出版的市场推广材料 ,公司正式发布并可供公众获取的营销材料，用于推广其产品或服务。,宣传册/网站内容/社交媒体帖子等,无,无,,非敏感,业务信息,全球
Chinese,所有域,公开信息,已公开发布的商店数量和零售面积 ,公开的与商店相关的详细信息。,商店数量/零售面积 ,无,无,,非敏感,业务信息,全球
Chinese,所有域,公开信息,已公布的自有品牌 ,通过自有平台创建并分发自身内容的公司或品牌。,Great Value（惠宜）,无,无,,非敏感,业务信息,全球
Chinese,所有域,公开信息,已公布的新闻稿信息 ,公司或组织通过新闻稿正式向媒体分享的新闻公告详情。,报纸/网站/新闻/广播等,无,无,,非敏感,业务信息,全球
Chinese,所有域,购买历史记录信息,企业客户订单/购买历史记录（商品和服务）,购买方与公司的交易记录。,沃尔玛与某软件公司的特定部门之间的采购历史。,,,,高度敏感,业务信息,全球
Chinese,所有域,购买历史记录信息,个人客户订单/购买历史记录（商品和服务）,您过去从客户处收到的所有订单的列表，其中包含特定项目和订单详情。,服装采购订单详情。,,,,高度敏感,个人信息,全球
Chinese,所有域,购买历史记录信息,订单/购买历史记录（购买的商品和服务）,与采购订单相关的所有交易的记录。,发出的采购订单，显示订购的货品、收到的数量和账单金额。,,,,敏感,业务信息,全球
Chinese,所有域,购买历史记录信息,速度 + 设备 + 购买行为,与购买相关的行为信息的组合。,用于欺诈评分模型,模型偏差、风险评分审计失败,行为排除、误报,自动化决策中的敏感特征，需标注为“高度敏感-受限”,高度敏感-受限,业务信息,全球
Chinese,所有域,房地产,增长战略,概述企业或投资者如何扩大其业务活动的计划。,新物业/拓展新市场/改善现有运营等,,,,高度敏感,业务信息,全球
Chinese,所有域,房地产,业主和开发商提供的信息 ,业主提供的物业详细描述。,物业描述/法律描述/租赁详情/租户/物业记录等,,,,敏感,业务信息,全球
Chinese,所有域,房地产,开业计划或项目,新开发项目或物业的首次公告和销售启动。,项目启动/预启动/营销和销售等,,,,高度敏感,业务信息,全球
Chinese,所有域,房地产,业绩成果（包括开业后一年内的预期业绩、审计后审查和与销售相关的 Objectives And Key Results（目标与关键成果，OKR））,提供全面绩效视图的财务指标。,预测结果/审计后评估/OKR 等,,,,高度敏感,业务信息,全球
Chinese,所有域,房地产,房地产商业计划,指导业务发展和决策过程的路线图。,房地产经纪人或公司用于市场经营的目标/战略/策略/财务预测等,,,,高度敏感,业务信息,全球
Chinese,所有域,房地产,房地产所有权记录 ,包含特定房地产信息的法律文件。,所有权/产权负担/交易记录 ,,,,高度敏感,业务信息,南非
Chinese,所有域,房地产,由审计与合规部执行的建议或评估,识别问题和风险并提出建议的过程。,合规审计/改进流程,,,,高度敏感,业务信息,全球
Chinese,所有域,风险管理 ,其他风险数据，如审计得分、International Organization for Standardization（国际标准化组织，ISO）得分,用于管理风险和其他业务流程的信息。,审计得分/ISO 得分等,,,,高度敏感,业务信息,全球
Chinese,所有域,风险管理 ,供应商合规计分卡,针对供应商合规性的特定计分卡。,供应商选择评分,法律或合同纠纷,无,披露可能会影响谈判。,高度敏感,业务信息,全球
Chinese,所有域,发货追踪器,实时 Global Position System（全球定位系统，GPS）坐标,使用 GPS 网络实时更新设备或对象的位置。,在运输过程中监控资产位置等,,,,敏感,业务信息,全球
Chinese,所有域,软件开发,数据库凭证,身份验证信息 ,可在源代码存储库或日志中找到,基础设施入侵,不适用,硬编码密钥构成重大技术风险,高度敏感-受限,业务信息,全球
Chinese,所有域,软件开发,源代码,程序员使用计算机编程语言编写的一组指令。,可在网站/应用程序等中实施。,,,,敏感,业务信息,全球
Chinese,所有域,特殊个人信息属性,国籍,特定国家/地区公民的地位或身份。,特定个人的公民身份详情,,,,高度敏感,个人信息,全球
Chinese,所有域,特殊个人信息属性,公民身份状态,某人被依法指定为特定国家/地区的公民，表明他们是否拥有与该国/地区公民有关的完整权利和特权。,公民/非公民/归化公民 ,,,,高度敏感,个人信息,南非
Chinese,所有域,特殊个人信息属性,出生所在国家/地区,某人出生的国家/地区。,出生于美国/加拿大/墨西哥等,,,,敏感,个人信息,全球
Chinese,所有域,特殊个人信息属性,居住国家/地区,某人居住并拥有永久住址的国家/地区。,美国/加拿大/墨西哥等,,,,敏感,个人信息,全球
Chinese,所有域,特殊个人信息属性,残疾相关信息,与身体或精神障碍相关的信息，严重限制一项或多项主要生活活动。,认知障碍/身体残疾/感官障碍等,,,,高度敏感,个人信息,全球
Chinese,所有域,特殊个人信息属性,民族,相互认同的一群人。,文化认同/历史/祖先,,,,高度敏感,个人信息,全球
Chinese,所有域,特殊个人信息属性,机器学习模型中的民族 + 宗教,机器学习模型中与宗教和种族相关的信息组合。,个性化模型功能,法律/媒体后果,歧视风险,自动化中的受保护类别 = 最大限制,高度敏感-受限,个人信息,全球
