Location Number,ORG_NAME,MEMBER PHONE
6172,Harvesters - The Community Food Network,816-929-3000
6173,Feeding the Gulf Coast,251-653-1617
6174,Lowcountry Food Bank,843-747-8146
6176,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
6178,Food Bank of the Rockies,303-371-9250
6181,Food Bank for the Heartland,402-331-1213
6188,Central Texas Food Bank,512-282-2111
6189,Second Harvest Food Bank of Central Florida,407-295-1066
6190,Harry Chapin Food Bank of Southwest Florida,239-334-7007
6201,Regional Food Bank of Northeastern New York,518-786-3691
6202,East Texas Food Bank,903-617-2005
6203,Harvest Hope Food Bank,803-254-4432
6204,Second Harvest of South Georgia,229-244-2678
6205,Yuma Community Food Bank,928-343-1243
6207,Feeding Tampa Bay,813-254-1190
6212,Second Harvest Food Bank of Central Florida,407-295-1066
6213,United Food Bank,480-926-4897
6214,Northwest Arkansas Food Bank,479-872-8774
6216,Food Bank of Central & Eastern North Carolina,919-875-0707
6217,Feeding South Florida,954-518-1818
6218,Second Harvest Food Bank of Central Florida,407-295-1066
6219,Care and Share Food Bank,719-528-1247
6220,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
6226,Foodbank of Southeastern Virginia and the Eastern Shore,757-627-6599
6228,Northern Illinois Food Bank,630-443-6910
6233,Second Harvest Food Bank of Metrolina,704-376-1785
6235,Feeding San Diego,858-452-3663
6236,Second Harvest Food Bank of Metrolina,704-376-1785
6238,Community Food Bank of Eastern Oklahoma,918-585-2800
6239,Maryland Food Bank,410-737-8282
6240,Los Angeles Regional Food Bank,323-234-3030
6242,Mid-Ohio FoodBank,614-274-7770
6243,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
6244,Tarrant Area Food Bank,817-857-7100
6245,Central Texas Food Bank,512-282-2111
6246,El Pasoans Fighting Hunger,915 298-0353
6247,Harvesters - The Community Food Network,816-929-3000
6249,Second Harvest Food Bank of Middle Tennessee,615-329-3491
6251,Greater Pittsburgh Community Food Bank,412-460-3663
6252,St. Louis Area Foodbank,314-292-6262
6254,Second Harvest Heartland,651-484-5117
6255,North Texas Food Bank,214-330-1396
6256,Mid-South Food Bank,901-527-0841
6257,Three Square Food Bank,702-644-3663
6259,Central Texas Food Bank,512-282-2111
6260,Mid-South Food Bank,901-527-0841
6261,Three Square Food Bank,702-644-3663
6262,San Antonio Food Bank,210-337-3663
6263,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
6264,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
6265,North Texas Food Bank,214-330-1396
6267,Regional Food Bank of Oklahoma,405-972-1111
6269,Food Bank of the Rio Grande Valley,956-682-8101
6275,Kansas Food Bank,316-265-3663
6286,Central Texas Food Bank,512-282-2111
6300,North Texas Food Bank,214-330-1396
6302,"Greater Cleveland Foodbank, Inc.",216-738-2265
6304,"Gleaners Food Bank of Indiana, Inc.",3179273190
6305,"Greater Cleveland Foodbank, Inc.",216-738-2265
6307,Mid-Ohio FoodBank,614-274-7770
6308,Mid-Ohio FoodBank,614-274-7770
6309,Second Harvest Heartland,651-484-5117
6310,Second Harvest Heartland,651-484-5117
6311,Second Harvest Heartland,651-484-5117
6312,Second Harvest Heartland,651-484-5117
6313,"Community Harvest Food Bank of Northeast Indiana, Inc.",260-447-3696
6314,Second Harvest Food Bank of North Central Ohio,440-960-2265
6315,Food Bank of Northern Indiana,574-232-9986
6317,Akron-Canton Regional Foodbank,330-535-6900
6319,Feeding America West Michigan,616-784-3250
6320,Second Harvest Northland,218-727-5653
6321,Feeding America Eastern Wisconsin,414-931-7400
6322,Second Harvest Food Bank of the Mahoning Valley,330-792-5522
6323,Feeding the Gulf Coast,251-653-1617
6324,Feeding America Eastern Wisconsin,414-931-7400
6325,"Gleaners Food Bank of Indiana, Inc.",3179273190
6326,Mid-Ohio FoodBank,614-274-7770
6327,Second Harvest Food Bank of the Mahoning Valley,330-792-5522
6328,Greater Chicago Food Depository,773-247-3663
6329,Mid-South Food Bank,901-527-0841
6330,Food Bank of Delaware,302-292-1305
6331,Feeding America Eastern Wisconsin,414-931-7400
6332,Philabundance,215-339-0900
6333,Good Shepherd Food Bank,(207) 782-3554
6334,Central Illinois Foodbank,217-522-4022
6335,Second Harvest Food Bank of Central Florida,407-295-1066
6336,Central Texas Food Bank,512-282-2111
6338,Houston Food Bank,713-223-3700
6339,Northern Illinois Food Bank,630-443-6910
6341,Feeding South Florida,954-518-1818
6342,Community Food Bank of Eastern Oklahoma,918-585-2800
6343,Feed More,804-521-2500
6344,Food Bank of Iowa,515-564-0330
6345,The Idaho Foodbank,208-336-9643
6347,Roadrunner Food Bank,505-247-2052
6348,Second Harvest Food Bank of Metrolina,704-376-1785
6349,Greater Chicago Food Depository,773-247-3663
6350,North Texas Food Bank,214-330-1396
6351,Virginia Peninsula Foodbank,757-596-7188
6352,New Hampshire Food Bank,603-669-9725
6353,Lowcountry Food Bank,843-747-8146
6354,Feed More,804-521-2500
6355,Second Harvest Food Bank of Metrolina,704-376-1785
6356,Regional Food Bank of Northeastern New York,518-786-3691
6357,Maryland Food Bank,410-737-8282
6358,Greater Chicago Food Depository,773-247-3663
6359,Feeding America West Michigan,616-784-3250
6360,Food Bank of the Rockies,303-371-9250
6361,Feeding the Gulf Coast,251-653-1617
6363,Feeding Northeast Florida,904-513-1333
6364,Harry Chapin Food Bank of Southwest Florida,239-334-7007
6365,Blue Ridge Area Food Bank,540-248-3663
6366,Food Bank of the Southern Tier,607-796-6061
6367,Houston Food Bank,713-223-3700
6368,Foodbank of Southeastern Virginia and the Eastern Shore,757-627-6599
6369,Community Foodbank of New Jersey,908-355-3663
6370,Second Harvest Food Bank of East Tennessee,865-521-0000
6371,Capital Area Food Bank,202-526-5344
6372,North Texas Food Bank,214-330-1396
6373,Mountaineer Food Bank,304-364-5518
6375,West Ohio Food Bank,419-222-7946
6376,North Texas Food Bank,214-330-1396
6377,Food Bank of Northeast Arkansas,870-932-3663
6378,Feeding America Riverside |San Bernardino Counties,951-359-4757
6379,Montana Food Bank Network,406-721-3825
6380,"The Foodbank, Inc.",937-461-0265
6381,North Texas Food Bank,214-330-1396
6381,Tarrant Area Food Bank,817-857-7100
6382,Three Square Food Bank,702-644-3663
6383,Maryland Food Bank,410-737-8282
6384,Greater Chicago Food Depository,773-247-3663
6385,Great Plains Food Bank,701-232-6219
6386,New Hampshire Food Bank,603-669-9725
6387,Feeding Tampa Bay,813-254-1190
6388,Northern Illinois Food Bank,630-443-6910
6390,"Gleaners Food Bank of Indiana, Inc.",3179273190
6392,Harvesters - The Community Food Network,816-929-3000
6394,Feeding America Eastern Wisconsin,414-931-7400
6395,Lowcountry Food Bank,843-747-8146
6397,Feeding South Florida,954-518-1818
6398,Second Harvest Food Bank of Central Florida,407-295-1066
6401,Feeding Tampa Bay,813-254-1190
6402,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
6403,Feeding Tampa Bay,813-254-1190
6404,Akron-Canton Regional Foodbank,330-535-6900
6405,Food Bank of Contra Costa and Solano,925-676-7543
6406,FeedMore WNY,716-852-1305
6407,"Greater Cleveland Foodbank, Inc.",216-738-2265
6408,Roadrunner Food Bank,505-247-2052
6409,Atlanta Community Food Bank,404-892-9822
6410,"Hawaii Foodbank, Inc.",808-836-3600
6412,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
6412,Forgotten Harvest,248-967-1500
6413,Food Bank of Lincoln,402-466-8170
6414,Second Harvest Food Bank of Metrolina,704-376-1785
6415,Ozarks Food Harvest,417-865-3411
6417,Feeding America West Michigan,616-784-3250
6418,Kansas Food Bank,316-265-3663
6419,Feeding America West Michigan,616-784-3250
6420,Feeding Tampa Bay,813-254-1190
6421,Houston Food Bank,713-223-3700
6422,East Texas Food Bank,903-617-2005
6423,Regional Food Bank of Northeastern New York,518-786-3691
6424,Food Finders Food Bank,765-471-0062
6425,Food Bank of the Rockies,303-371-9250
6426,Kansas Food Bank,316-265-3663
6427,Channel One Regional Food Bank,507-424-1700
6428,"Long Island Cares, Inc.",631-582-3663
6428,Island Harvest,516-294-8528
6429,South Michigan Food Bank,269-964-3663
6430,Food Bank of the Rockies,303-371-9250
6431,Food Bank of the Southern Tier,607-796-6061
6432,Food Bank for the Heartland,402-331-1213
6433,Food Bank of Contra Costa and Solano,925-676-7543
6434,Maryland Food Bank,410-737-8282
6435,Heart of Alabama Food Bank,334-263-3784
6436,Channel One Regional Food Bank,507-424-1700
6437,Hoosier Hills Food Bank,812-334-8374
6439,West Texas Food Bank,432-580-6333
6440,Regional Food Bank of Northeastern New York,518-786-3691
6441,Feeding Tampa Bay,813-254-1190
6443,Food Bank of Central & Eastern North Carolina,919-875-0707
6444,Greater Chicago Food Depository,773-247-3663
6445,Harry Chapin Food Bank of Southwest Florida,239-334-7007
6448,Feeding Tampa Bay,813-254-1190
6449,"Feeding America, Kentucky's Heartland",270-769-6997
6450,Freestore Foodbank,513-482-4500
6452,MANNA FoodBank,828-299-3663
6453,Central Texas Food Bank,512-282-2111
6454,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
6454,Forgotten Harvest,248-967-1500
6455,"Food Share, Inc.",805-983-7100
6456,Regional Food Bank of Northeastern New York,518-786-3691
6457,Mountaineer Food Bank,304-364-5518
6458,Blue Ridge Area Food Bank,540-248-3663
6459,Central Texas Food Bank,512-282-2111
6460,Central Pennsylvania Food Bank,717-564-1700
6461,Food Bank for the Heartland,402-331-1213
6462,Good Shepherd Food Bank,(207) 782-3554
6463,Second Harvest Food Bank of Metrolina,704-376-1785
6464,Greater Chicago Food Depository,773-247-3663
6467,East Texas Food Bank,903-617-2005
6469,Mississippi Food Network,601-973-7080
6470,"Gleaners Food Bank of Indiana, Inc.",3179273190
6471,Food Bank of the Golden Crescent,361-578-0591
6472,Food Bank for the Heartland,402-331-1213
6474,St. Louis Area Foodbank,314-292-6262
6476,"Gleaners Food Bank of Indiana, Inc.",3179273190
6477,St. Mary's Food Bank,602-242-3663
6479,Southeast Missouri Food Bank,885-703-3663
6480,United Food Bank,480-926-4897
6482,North Texas Food Bank,214-330-1396
6485,Greater Chicago Food Depository,773-247-3663
6487,Northern Illinois Food Bank,630-443-6910
6489,Greater Chicago Food Depository,773-247-3663
6500,Harvesters - The Community Food Network,816-929-3000
6501,Second Harvest Food Bank of Middle Tennessee,615-329-3491
6502,El Pasoans Fighting Hunger,915 298-0353
6503,Mississippi Food Network,601-973-7080
6505,The Food Bank for Central & Northeast Missouri,573-474-1020
6506,Feeding the Valley Food Bank,706-561-4755
6507,Mid-South Food Bank,901-527-0841
6509,Atlanta Community Food Bank,404-892-9822
6510,Second Harvest Heartland,651-484-5117
6512,Second Harvest Food Bank of Middle Tennessee,615-329-3491
6514,Northeast Iowa Food Bank,319-235-0507
6517,"The Foodbank, Inc.",937-461-0265
6518,Feeding America Southwest Virginia,540-342-3011
6520,Treasure Coast Food Bank,772-489-3034
6521,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
6522,Los Angeles Regional Food Bank,323-234-3030
6524,Feed More,804-521-2500
6527,Greater Baton Rouge Food Bank,225-359-9940
6528,Freestore Foodbank,513-482-4500
6531,Feeding the Gulf Coast,251-653-1617
6533,Central Pennsylvania Food Bank,717-564-1700
6535,Feeding America Eastern Wisconsin,414-931-7400
6536,Second Harvest Food Bank of Lehigh Valley and Northeast Pennsylvania,610-434-0875
6539,Food Bank of Central New York,315-437-1899
6540,Second Harvest Food Bank of Metrolina,704-376-1785
6547,Central Pennsylvania Food Bank,717-564-1700
6548,Feeding Tampa Bay,813-254-1190
6549,Care and Share Food Bank,719-528-1247
6556,Mid-Ohio FoodBank,614-274-7770
6562,Feeding America West Michigan,616-784-3250
6565,Feeding South Dakota,605-335-0364
6567,Second Harvest Food Bank of Lehigh Valley and Northeast Pennsylvania,610-434-0875
6568,Food Bank of Iowa,515-564-0330
6569,Feeding America Southwest Virginia,540-342-3011
6570,Inter-Faith Food Shuttle,919-250-0043
6570,Food Bank of Central & Eastern North Carolina,919-875-0707
6571,Harvest Hope Food Bank,803-254-4432
6572,Second Harvest Food Bank of East Tennessee,865-521-0000
6573,Food Bank of Central & Eastern North Carolina,919-875-0707
6575,Greater Pittsburgh Community Food Bank,412-460-3663
6576,Golden Harvest Food Bank,706-736-1199
6577,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
6578,Tarrant Area Food Bank,817-857-7100
6579,Houston Food Bank,713-223-3700
6581,H & J Weinberg Northeast Pennsylvania Regional Food Bank,5709082222
6582,Lowcountry Food Bank,843-747-8146
6583,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
6585,Harvesters - The Community Food Network,816-929-3000
6586,Second Harvest Food Bank of Metrolina,704-376-1785
6587,El Pasoans Fighting Hunger,915 298-0353
6588,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
6590,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
6604,St. Mary's Food Bank,602-242-3663
6605,United Food Bank,480-926-4897
6606,St. Mary's Food Bank,602-242-3663
6608,St. Mary's Food Bank,602-242-3663
6609,FIND Food Bank,760-775-3663
6610,Feeding America Riverside |San Bernardino Counties,951-359-4757
6612,Food Bank of Contra Costa and Solano,925-676-7543
6613,Los Angeles Regional Food Bank,323-234-3030
6614,Los Angeles Regional Food Bank,323-234-3030
6615,Second Harvest Food Bank of Orange County,949-653-2900
6616,Second Harvest Food Bank of Orange County,949-653-2900
6617,Los Angeles Regional Food Bank,323-234-3030
6619,Feeding America Riverside |San Bernardino Counties,951-359-4757
6620,Food Bank of Contra Costa and Solano,925-676-7543
6621,Placer Food Bank,916-783-0481
6622,Food Bank of Contra Costa and Solano,925-676-7543
6624,Feeding America Riverside |San Bernardino Counties,951-359-4757
6626,Los Angeles Regional Food Bank,323-234-3030
6628,Los Angeles Regional Food Bank,323-234-3030
6630,Food Bank of the Rockies,303-371-9250
6631,Food Bank of the Rockies,303-371-9250
6632,Food Bank of the Rockies,303-371-9250
6633,Food Bank for Larimer County,970-493-4477
6634,Food Bank of the Rockies,303-371-9250
6635,Food Bank of the Rockies,303-371-9250
6636,Connecticut Foodshare,203-469-5000
6637,Feeding South Florida,954-518-1818
6643,Atlanta Community Food Bank,404-892-9822
6644,Atlanta Community Food Bank,404-892-9822
6646,Atlanta Community Food Bank,404-892-9822
6650,Maryland Food Bank,410-737-8282
6651,Maryland Food Bank,410-737-8282
6652,Maryland Food Bank,410-737-8282
6653,Capital Area Food Bank,202-526-5344
6655,Maryland Food Bank,410-737-8282
6657,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
6657,Forgotten Harvest,248-967-1500
6658,South Michigan Food Bank,269-964-3663
6659,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
6659,Forgotten Harvest,248-967-1500
6660,Food Bank of Eastern Michigan,810-239-4441
6661,South Michigan Food Bank,269-964-3663
6662,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
6662,Forgotten Harvest,248-967-1500
6663,Food Bank of Eastern Michigan,810-239-4441
6664,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
6664,Forgotten Harvest,248-967-1500
6666,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
6666,Forgotten Harvest,248-967-1500
6667,Food Gatherers,734-761-2796
6670,Food Bank of South Jersey,856-662-4884
6670,Philabundance,215-339-0900
6671,Fulfill,732-918-2600
6672,Roadrunner Food Bank,505-247-2052
6673,FeedMore WNY,716-852-1305
6674,Feeding Westchester,914-923-1100
6675,Second Harvest Food Bank of Northwest Pennsylvania,814-459-3663
6676,Philabundance,215-339-0900
6677,Greater Pittsburgh Community Food Bank,412-460-3663
6678,Greater Pittsburgh Community Food Bank,412-460-3663
6679,Greater Pittsburgh Community Food Bank,412-460-3663
6682,Utah Food Bank,801-908-8660
6683,Utah Food Bank,801-908-8660
6684,Utah Food Bank,801-908-8660
6685,Utah Food Bank,801-908-8660
6686,Utah Food Bank,801-908-8660
6692,Community Food Bank of Southern Arizona,520-622-0525
6693,Philabundance,215-339-0900
6732,Second Harvest of South Georgia,229-244-2678
6779,Regional Food Bank of Oklahoma,405-972-1111
6781,Tarrant Area Food Bank,817-857-7100
6786,Food Bank of the Rio Grande Valley,956-682-8101
6789,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
6798,Foodbank of Southeastern Virginia and the Eastern Shore,757-627-6599
6807,Mid-South Food Bank,901-527-0841
6813,El Pasoans Fighting Hunger,915 298-0353
6814,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
6828,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
6849,Feeding the Gulf Coast,251-653-1617
6850,Food Bank of the Rio Grande Valley,956-682-8101
