Last Modified By,Last Modified,Name,Parent Path,Page Link
hritche,3/28/2022,California-Pharmacy-DC-Hazardous-Waste-Area-Layout.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/sublinks,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0303/California-Pharmacy-DC-Hazardous-Waste-Area-Layout.pdf"">Page Link</a>"
hritche,3/28/2022,28-0303-Pharmacy-DC-Hazardous-Waste-Management.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0303,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0303/28-0303-Pharmacy-DC-Hazardous-Waste-Management.pdf"">Page Link</a>"
hritche,3/28/2022,28-0215-California-Supply-Chain-Lamp-Management.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0215,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0215/28-0215-California-Supply-Chain-Lamp-Management.pdf"">Page Link</a>"
hritche,3/28/2022,28-0601-Used-Product-&-Waste-Management-Guidelines.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0601,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0601/28-0601-Used-Product-&-Waste-Management-Guidelines.pdf"">Page Link</a>"
hritche,3/28/2022,28-0212-California-Supply-Chain-Pre-Load-Inspection.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0212,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0212/28-0212-California-Supply-Chain-Pre-Load-Inspection.pdf"">Page Link</a>"
hritche,3/28/2022,28-0207-California-Supply-Chain-Drum-Labeling.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0207,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0207/28-0207-California-Supply-Chain-Drum-Labeling.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/Jet_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/Regional_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/Mechanized_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/Jewelry_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/Centerpoint_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/eCommerce_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/Sams_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/Grocery_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/28-0020-Supply-Chain-Hazardous-Waste-Contingency-Plan.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/Import_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/Perishable_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/Sams_Fulfillment_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/Fashion_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0020/Pharmacy_Waste_Streams.pdf"">Page Link</a>"
hritche,3/28/2022,28-0602-Used-Product-&-Waste-Layout.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0602,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0602/28-0602-Used-Product-&-Waste-Layout.pdf"">Page Link</a>"
hritche,3/28/2022,28-0402sp-Puerto-Rico-Supply-Chain-Spill-Response-(Spanish).pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0402sp,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0402sp/28-0402sp-Puerto-Rico-Supply-Chain-Spill-Response-(Spanish).pdf"">Page Link</a>"
hritche,3/28/2022,28-0607-TMG-Lamp-Management.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0607,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0607/28-0607-TMG-Lamp-Management.pdf"">Page Link</a>"
hritche,3/28/2022,28-0306.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0306,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0306/28-0306.pdf"">Page Link</a>"
hritche,3/28/2022,28-0502.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0502,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0502/28-0502.pdf"">Page Link</a>"
hritche,3/28/2022,28-0213-California-Supply-Chain-Hazardous-Waste-Manifest.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0213,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0213/28-0213-California-Supply-Chain-Hazardous-Waste-Manifest.pdf"">Page Link</a>"
hritche,3/28/2022,Department-of-Toxic-Substances-Control-(DTSC)-Supplemental-California.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/sublinks,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0213/Department-of-Toxic-Substances-Control-(DTSC)-Supplemental-California.pdf"">Page Link</a>"
akbales,3/28/2022,28-0208.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0208,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0208/28-0208.pdf"">Page Link</a>"
hritche,3/28/2022,28-0503-Return-Center-Lamp-Management.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0503,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0503/28-0503-Return-Center-Lamp-Management.pdf"">Page Link</a>"
hritche,3/28/2022,28-0210-California-Supply-Chain-Container-Closure.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0210,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0210/28-0210-California-Supply-Chain-Container-Closure.pdf"">Page Link</a>"
hritche,3/28/2022,28-0605-Spill-Response.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0605,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0605/28-0605-Spill-Response.pdf"">Page Link</a>"
hritche,3/28/2022,California-Non-Resource-Conservation-and-Recovery-Act-(RCRA).pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/sublinks,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0205/California-Non-Resource-Conservation-and-Recovery-Act-(RCRA).pdf"">Page Link</a>"
hritche,3/28/2022,28-0205-California-Supply-Chain--Slot-Labeling.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0205,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0205/28-0205-California-Supply-Chain--Slot-Labeling.pdf"">Page Link</a>"
hritche,3/28/2022,28-0606-Battery-Management.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0606,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0606/28-0606-Battery-Management.pdf"">Page Link</a>"
akbales,3/28/2022,28-0206.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0206,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0206/28-0206.pdf"">Page Link</a>"
hritche,3/28/2022,28-0501-Used-Oil-Management.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0501,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0501/28-0501-Used-Oil-Management.pdf"">Page Link</a>"
hritche,3/28/2022,28-0010.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0010,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0010/28-0010.pdf"">Page Link</a>"
hritche,3/28/2022,28-0401sp-Puerto-Rico-Supply-Chain-Waste-Identification-and-Segregation-(Spanish).pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0401sp,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0401sp/28-0401sp-Puerto-Rico-Supply-Chain-Waste-Identification-and-Segregation-(Spanish).pdf"">Page Link</a>"
hritche,3/28/2022,28-0603-Slot-Labels-for-Used-Product-&-Waste.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0603,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0603/28-0603-Slot-Labels-for-Used-Product-&-Waste.pdf"">Page Link</a>"
rkruse,3/28/2022,Pet-Food-Donation-Agreement.pdf,/content/dam/supply-chain-one-best-way/migration/dc28/sublinks,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/resources/Pet-Food-Donation-Agreement.pdf"">Page Link</a>"
hritche,3/28/2022,Supply-Chain-Environmental-Management-System-Manual.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/resources/supply-chain-environmental-management-system-manual,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/resources/supply-chain-environmental-management-system-manual/Supply-Chain-Environmental-Management-System-Manual.pdf"">Page Link</a>"
rkruse,3/28/2022,Less-Than-Case-Participant-Memo.pdf,/content/dam/supply-chain-one-best-way/migration/dc28/sublinks,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/resources/Less-Than-Case-Participant-Memo.pdf"">Page Link</a>"
rkruse,3/28/2022,Damage-or-Donation-Quick-Reference-Flow-Chart.pdf,/content/dam/supply-chain-one-best-way/migration/dc28/sublinks,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/resources/Damage-or-Donation-Quick-Reference-Flow-Chart.pdf"">Page Link</a>"
hritche,3/28/2022,State by State - Fuel Station AB Operator Training Instructions.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/resources/state-by-state---fuel-station-a-b-operator-training-instructions,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/resources/state-by-state---fuel-station-a-b-operator-training-instructions/State by State - Fuel Station AB Operator Training Instructions.pdf"">Page Link</a>"
hritche,3/28/2022,Do-Not-Dispose-of-Hazardous-Material-Sign.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/resources/do-not-dispose-of-hazardous-material-sign,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/resources/do-not-dispose-of-hazardous-material-sign/Do-Not-Dispose-of-Hazardous-Material-Sign.pdf"">Page Link</a>"
rkruse,3/28/2022,VICS-Bill-of-Lading.pdf,/content/dam/supply-chain-one-best-way/migration/dc28/sublinks,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/resources/VICS-Bill-of-Lading.pdf"">Page Link</a>"
rkruse,3/28/2022,Asset-Transfer-Battery-Bill-of-Lading.pdf,/content/dam/supply-chain-one-best-way/migration/dc28/sublinks,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/resources/Asset-Transfer-Battery-Bill-of-Lading.pdf"">Page Link</a>"
