Market,Region,Store #,Cat #,Cat Desc,Current Footage,New Footage,Footage Change,Comments
473,60,5078,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
473,60,5078,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
473,60,5078,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
473,60,5078,233,Tablets,,,4 feet,Moved tablets to the table
474,60,2485,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
474,60,2485,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
474,60,2539,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
474,60,2539,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
474,60,2539,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
474,60,2549,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
474,60,2549,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
474,60,2549,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
474,60,2549,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
474,60,2549,233,Tablets,,,4 feet,Moved tablets to the table
474,60,2865,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
474,60,2865,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
474,60,3472,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
474,60,3472,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
474,60,3472,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
474,60,3472,233,Tablets,,,4 feet,Moved tablets to the table
474,60,3472,267,Tonies,,,4 feet,Repurposed tablet – footage
474,60,3472,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
474,60,3511,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
474,60,3511,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
474,60,3511,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
474,60,3511,233,Tablets,,,4 feet,Moved tablets to the table
474,60,4394,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
474,60,4394,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
474,60,4394,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
474,60,4394,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
474,60,4394,233,Tablets,,,4 feet,Moved tablets to the table
474,60,4395,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
474,60,5883,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
475,60,1817,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
475,60,1817,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
475,60,1817,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
475,60,1817,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
475,60,1817,233,Tablets,,,4 feet,Moved tablets to the table
475,60,1870,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
475,60,1870,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
475,60,1870,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
475,60,1870,221,Chromebook,16 feet,0 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
475,60,1870,233,Tablets,,,4 feet,Moved tablets to the table
475,60,1889,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
475,60,1889,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
475,60,1889,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
475,60,1889,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
475,60,1889,233,Tablets,,,4 feet,Moved tablets to the table
475,60,2006,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
475,60,2006,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
475,60,2006,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
475,60,2006,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
475,60,2006,233,Tablets,,,8 feet,Moved tablets to the table
475,60,2101,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
475,60,2101,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
475,60,2101,233,Tablets,,,4 feet,Moved tablets to the table
475,60,2101,267,Tonies,,,4 feet,Repurposed tablet – footage
475,60,2101,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
475,60,2476,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
475,60,2476,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
475,60,2476,104,Samsung Ecosystem,,,8 feet,Repurposed tablet – fixtures/footage
475,60,2476,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
475,60,2476,233,Tablets,,,8 feet,Moved tablets to the table
475,60,2492,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
475,60,2492,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
475,60,2492,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
475,60,3261,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
475,60,3261,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
475,60,3261,233,Tablets,,,4 feet,Moved tablets to the table
475,60,3261,267,Tonies,,,4 feet,Repurposed tablet – footage
475,60,3261,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
475,60,3380,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
475,60,3380,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
475,60,3380,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
475,60,3380,233,Tablets,,,4 feet,Moved tablets to the table
475,60,3380,267,Tonies,,,4 feet,Repurposed tablet – footage
475,60,3380,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
475,60,5869,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
475,60,5869,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
475,60,5869,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
475,60,5869,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
475,60,5869,233,Tablets,,,4 feet,Moved tablets to the table
476,60,2550,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
476,60,2550,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
476,60,2947,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
476,60,2947,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
476,60,2947,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
476,60,2947,233,Tablets,,,4 feet,Moved tablets to the table
476,60,3742,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
476,60,3742,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
476,60,5462,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
476,60,5462,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
476,60,5462,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
476,60,5462,233,Tablets,,,4 feet,Moved tablets to the table
477,60,1784,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
477,60,1784,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
477,60,1784,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
477,60,1784,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
477,60,1784,233,Tablets,,,4 feet,Moved tablets to the table
477,60,1793,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
477,60,1920,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
477,60,1920,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
477,60,1920,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
477,60,1920,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
477,60,1920,233,Tablets,,,4 feet,Moved tablets to the table
477,60,4221,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
477,60,5368,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
477,60,5368,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
477,60,5368,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
477,60,5368,233,Tablets,,,4 feet,Moved tablets to the table
477,60,5440,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
477,60,5440,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
477,60,5440,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
477,60,5440,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
477,60,5440,233,Tablets,,,4 feet,Moved tablets to the table
477,60,5935,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
477,60,5935,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
478,60,1775,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
478,60,1775,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
478,60,1775,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
478,60,1775,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
478,60,1775,233,Tablets,,,4 feet,Moved tablets to the table
478,60,1925,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
478,60,2075,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
478,60,2075,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
478,60,2075,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
478,60,2075,233,Tablets,,,4 feet,Moved tablets to the table
478,60,2243,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
478,60,2243,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
478,60,2243,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
478,60,2243,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
478,60,2243,233,Tablets,,,4 feet,Moved tablets to the table
478,60,2538,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
478,60,3239,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
478,60,3239,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
478,60,3239,233,Tablets,,,4 feet,Moved tablets to the table
478,60,3239,267,Tonies,,,4 feet,Repurposed tablet – footage
478,60,3239,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
478,60,3258,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
478,60,3258,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
478,60,3258,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
478,60,3258,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
478,60,3258,233,Tablets,,,4 feet,Moved tablets to the table
478,60,5396,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
478,60,5396,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
478,60,5396,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
479,5,421,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
479,5,421,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
479,5,421,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
479,5,421,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
479,5,421,233,Tablets,,,4 feet,Moved tablets to the table
479,5,940,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
479,5,972,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
479,5,972,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
479,5,972,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
479,5,2980,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
479,5,2980,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
479,5,2980,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
479,5,2980,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
479,5,2980,233,Tablets,,,4 feet,Moved tablets to the table
479,5,3773,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
479,5,3773,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
479,5,3773,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
479,5,3773,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
479,5,3773,233,Tablets,,,8 feet,Moved tablets to the table
479,5,4165,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
479,5,4165,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
479,5,5247,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
479,5,5247,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
479,5,5247,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
479,5,5247,233,Tablets,,,4 feet,Moved tablets to the table
479,5,5312,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
479,5,5312,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
479,5,5312,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
479,5,5312,233,Tablets,,,4 feet,Moved tablets to the table
479,5,5316,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
479,5,5316,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
479,5,5316,233,Tablets,,,4 feet,Moved tablets to the table
479,5,5316,267,Tonies,,,4 feet,Repurposed tablet – footage
479,5,5316,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
479,5,5764,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
479,5,5764,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
479,5,5764,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
479,5,5764,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
479,5,5764,233,Tablets,,,8 feet,Moved tablets to the table
482,41,923,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
482,41,923,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
482,41,923,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
482,41,1275,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
482,41,1275,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
482,41,1275,233,Tablets,,,4 feet,Moved tablets to the table
482,41,1275,267,Tonies,,,4 feet,Repurposed tablet – footage
482,41,1275,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
482,41,1518,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
482,41,1518,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
482,41,1557,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
482,41,1557,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
482,41,1557,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
482,41,1601,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
482,41,1601,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
482,41,1601,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
482,41,1601,233,Tablets,,,4 feet,Moved tablets to the table
482,41,1655,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
482,41,1655,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
482,41,1655,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
482,41,1655,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
482,41,1655,233,Tablets,,,4 feet,Moved tablets to the table
482,41,2786,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
482,41,2786,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
482,41,2786,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
482,41,2786,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
482,41,2786,233,Tablets,,,4 feet,Moved tablets to the table
482,41,2788,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
482,41,2788,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
482,41,2788,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
482,41,3781,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
