Store Info,FY24 Assemblers ,Supplier Status ,Tabletop/Quick Assembly  ,Charcoal / Griddles / Smokers ,Gas / Wood / Pellet,Duel Fuel ,Level 1 Grill Repair ,Level 2 Grill Repair ,Level 3 Grill Repair 
5199,ALLIED ASSEMBLY INC,Secondary,11,23.5,38,53,7.07,10.89,22
5199,Tec Assembly Inc,Preferred,10,30,35,40,1,5,10
5199,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5200,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5200,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5201,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5201,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
5201,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5202,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
5202,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
5202,"National Assemblers, Inc.",Secondary,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5203,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5203,Elite Assembly of Ohio,Preferred,9.97,29.97,34.97,49.97,0.96,0.96,0.96
5203,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5210,TROC,Secondary,18.75,33.36,34.57,51.55,18.2,33.36,54.59
5210,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5210,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5211,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5211,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5211,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5214,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5214,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
5214,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5215,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5215,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5215,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5216,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5216,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5216,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5218,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5218,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
5218,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5219,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
5219,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5219,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5220,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5220,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
5220,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5227,TROC,Preferred,20.91,37.19,38.54,57.47,20.29,37.19,60.86
5227,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5228,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5228,M&C Assembly,Secondary,19.25,44.28,53.9,57.75,11.55,23.1,26.95
5228,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5229,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5229,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5231,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,39.95,5.35,8,8
5231,TROC,Secondary,19.65,34.96,36.23,54.03,19.07,34.96,57.21
5231,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5232,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5232,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5233,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5233,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5233,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5234,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5234,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5234,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5235,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5235,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5235,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5236,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5236,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5236,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5239,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5239,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5240,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5240,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5241,Coretech,Secondary,10,24,28,35,5,10,15
5241,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5241,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5242,Coretech,Secondary,10,24,28,35,5,10,15
5242,TROC,Secondary,20.78,36.96,38.3,57.12,20.16,36.96,60.48
5242,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5244,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5244,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
5244,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5245,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5245,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5245,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5246,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5246,INSTALLER PRO,Secondary,15.4,24.5,24.5,42.5,10,15,20
5246,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5247,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5247,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5247,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5250,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5250,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
5250,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5251,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
5251,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5251,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
5252,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5252,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5252,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5253,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5253,M&C Assembly,Secondary,19.25,44.28,53.9,57.75,11.55,23.1,26.95
5253,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5254,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5254,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
5254,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5260,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5260,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
5260,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5261,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5261,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
5261,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5262,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5262,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
5262,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5263,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5263,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
5263,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
5264,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5264,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
5264,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5266,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
5266,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5266,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5270,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5270,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5270,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5272,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5272,TROC,Secondary,19.88,35.36,36.64,54.64,19.29,35.36,57.86
5272,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5273,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5273,TROC,Secondary,18.85,33.52,34.74,51.81,18.29,33.52,54.86
5273,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5274,"NW Service Enterprises, Inc",Preferred,10.65,26.65,37.25,39.95,5.35,8,8
5274,"National Assemblers, Inc.",Secondary,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5275,"Backpedal Co, LLC",Secondary,11,21,28,37,8,10,16
5275,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5275,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5276,ALLIED ASSEMBLY INC,Secondary,11,23.5,38,53,7.07,10.89,22
5276,Tec Assembly Inc,Preferred,10,30,35,40,1,5,10
5276,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5278,TROC,Preferred,21.27,37.84,39.22,58.48,20.64,37.84,61.92
5278,TAB assembly,Secondary,15,25.5,50,38,1.25,6.5,12
5278,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5280,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5280,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
5280,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5281,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5281,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
5281,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5282,Coretech,Secondary,10,24,28,35,5,10,15
5282,TROC,Preferred,20.22,35.97,37.28,55.59,19.62,35.97,58.86
5282,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5285,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
5285,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5285,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5287,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5287,INSTALLER PRO,Secondary,15.4,24.5,24.5,42.5,10,15,20
5287,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5288,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5288,Economy Services ,Secondary,20,32,6,20,18,26,36
5288,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5292,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5292,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
5292,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5293,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
5293,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
5293,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5294,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
5294,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5294,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5295,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
5295,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
5295,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5296,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5296,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
5296,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5298,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5298,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
5298,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5299,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5299,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
5299,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5300,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
5300,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5300,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5301,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5301,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5301,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5303,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
5303,Ace Assemblers,Secondary,9.95,35,35.63,40,3.99,8.39,12.79
5303,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5305,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,39.95,5.35,8,8
5305,TROC,Preferred,20.59,36.63,37.96,56.61,19.98,36.63,59.94
5305,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5307,TROC,Secondary,19.06,33.9,35.13,52.39,18.49,33.9,55.47
5307,M&C Assembly,Secondary,13.2,24.2,30.8,49.5,7.7,14.3,16.5
5307,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5309,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
5309,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5309,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5311,TROC,Secondary,18.92,33.65,34.87,52.01,18.36,33.65,55.07
5311,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5311,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5312,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5312,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5312,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5313,TROC,Secondary,18.78,33.41,34.63,51.64,18.23,33.41,54.68
5313,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5313,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5316,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5316,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5316,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5317,TROC,Secondary,18.86,33.54,34.76,51.84,18.3,33.54,54.89
5317,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
5317,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5319,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5319,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5320,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5320,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5320,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5325,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5325,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5325,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5326,Zeb's Assembly LLC,Secondary,9.87,24.87,29.87,34.87,2.87,3.87,4.87
5326,TROC,Preferred,18.98,33.77,35,52.19,18.42,33.77,55.26
5326,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5329,SOUND ASSEMBLY SERVICES,Preferred,10,15,25,35,5,10,15
5329,Ace Assemblers,Secondary,9.95,35,35.63,40,3.99,8.39,12.79
5329,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5330,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
5330,Ace Assemblers,Secondary,9.95,35,35.63,40,3.99,8.39,12.79
5330,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5331,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
5331,Ace Assemblers,Secondary,9.95,35,35.63,40,3.99,8.39,12.79
5331,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5334,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5334,TROC,Preferred,19.04,33.86,35.09,52.33,18.47,33.86,55.41
5334,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5335,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5335,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5335,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5337,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5337,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5337,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5338,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,39.95,5.35,8,8
5338,TROC,Preferred,20.78,36.96,38.3,57.12,20.16,36.96,60.48
5338,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5340,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5340,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5341,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5341,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5341,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5342,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
5342,Ace Assemblers,Secondary,9.95,35,35.63,40,3.99,8.39,12.79
5342,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5343,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5343,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
5343,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5344,TROC,Secondary,20.72,36.85,38.19,56.95,20.1,36.85,60.3
5344,M&C Assembly,Secondary,19.25,44.28,53.9,57.75,11.55,23.1,26.95
5344,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5345,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5345,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
5345,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5346,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5346,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5346,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5347,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5347,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5347,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5348,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5348,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
5348,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5350,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5350,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5350,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5352,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5352,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5352,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5355,ALL STAR ASSEMBLY LLC,Secondary,13.25,22.25,28.25,46.99,5.25,7.5,10.5
5355,TROC,Preferred,19.17,34.1,35.34,52.7,18.6,34.1,55.8
5355,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5356,Coretech,Secondary,10,24,28,35,5,10,15
5356,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5356,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5358,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5358,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5359,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5359,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5359,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5360,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5360,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5361,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5361,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5361,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5363,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
5363,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5363,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5368,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5368,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5368,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5369,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
5369,Ace Assemblers,Secondary,9.95,35,35.63,40,3.99,8.39,12.79
5369,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5370,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5370,TROC,Secondary,18.8,33.44,34.66,51.68,18.24,33.44,54.72
5370,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5373,SOUND ASSEMBLY SERVICES,Preferred,10,15,25,35,5,10,15
5373,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5373,"National Assemblers, Inc.",Secondary,18.58,30.01,42,51.23,13.61,17.97,27.22
5374,ALL STAR ASSEMBLY LLC,Secondary,13.25,22.25,28.25,46.99,5.25,7.5,10.5
5374,TROC,Preferred,18.89,33.6,34.82,51.92,18.33,33.6,54.98
5374,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5376,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
5376,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5376,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5379,Coretech,Secondary,10,24,28,35,5,10,15
