Last Published By,Last Published Date,Last Modified Date,Last Modified By,Published Status,Name,Parent Path,Page Link,Author Link
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 Digitab Agosto 05.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20Digitab%20Agosto%2005.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 Digitab Agosto 05.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 DigiTab Agosto 10.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20DigiTab%20Agosto%2010.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 DigiTab Agosto 10.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 Digitab Agosto 01.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20Digitab%20Agosto%2001.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 Digitab Agosto 01.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 DigiTab Agosto 12.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20DigiTab%20Agosto%2012.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 DigiTab Agosto 12.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 DigiTab Agosto 11.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20DigiTab%20Agosto%2011.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 DigiTab Agosto 11.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 DigiTab Agosto 07.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20DigiTab%20Agosto%2007.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 DigiTab Agosto 07.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 DigiTab Agosto 06.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20DigiTab%20Agosto%2006.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 DigiTab Agosto 06.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 Digitab Agosto 03.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20Digitab%20Agosto%2003.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 Digitab Agosto 03.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 DigiTab Agosto 13.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20DigiTab%20Agosto%2013.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 DigiTab Agosto 13.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 DigiTab Agosto 09.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20DigiTab%20Agosto%2009.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 DigiTab Agosto 09.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 DigiTab Agosto 14.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20DigiTab%20Agosto%2014.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 DigiTab Agosto 14.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 Digitab Agosto 02.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20Digitab%20Agosto%2002.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 Digitab Agosto 02.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 DigiTab Agosto 08.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20DigiTab%20Agosto%2008.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 DigiTab Agosto 08.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 DigiTab Agosto 04.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20DigiTab%20Agosto%2004.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 DigiTab Agosto 04.pdf"">Author Link</a>"
a2corre,8/18/2020,8/18/2020,a2corre,Active,97957 DigiTab Agosto 15.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957%20DigiTab%20Agosto%2015.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-digitab-agosto-2020/97957 DigiTab Agosto 15.pdf"">Author Link</a>"
a2corre,7/7/2020,7/7/2020,a2corre,Active,94633 Amigo Shopper 04.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633%20Amigo%20Shopper%2004.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633 Amigo Shopper 04.pdf"">Author Link</a>"
a2corre,7/7/2020,7/7/2020,a2corre,Active,94633 Amigo Shopper 06.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633%20Amigo%20Shopper%2006.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633 Amigo Shopper 06.pdf"">Author Link</a>"
a2corre,7/7/2020,7/7/2020,a2corre,Active,94633 Amigo Shopper 02.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633%20Amigo%20Shopper%2002.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633 Amigo Shopper 02.pdf"">Author Link</a>"
a2corre,7/7/2020,7/7/2020,a2corre,Active,94633 Amigo Shopper 01.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633%20Amigo%20Shopper%2001.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633 Amigo Shopper 01.pdf"">Author Link</a>"
a2corre,7/7/2020,7/7/2020,a2corre,Active,94633 Amigo Shopper 08.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633%20Amigo%20Shopper%2008.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633 Amigo Shopper 08.pdf"">Author Link</a>"
a2corre,7/7/2020,7/7/2020,a2corre,Active,94633 Amigo Shopper 05.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633%20Amigo%20Shopper%2005.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633 Amigo Shopper 05.pdf"">Author Link</a>"
a2corre,7/7/2020,7/7/2020,a2corre,Active,94633 Amigo Shopper 07.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633%20Amigo%20Shopper%2007.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633 Amigo Shopper 07.pdf"">Author Link</a>"
a2corre,7/7/2020,7/7/2020,a2corre,Active,94633 Amigo Shopper 03.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633%20Amigo%20Shopper%2003.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-16-al-29-de-julio/94633 Amigo Shopper 03.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 13.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%2013.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 13.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 4.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%204.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 4.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 7.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%207.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 7.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 9.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%209.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 9.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 1.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%201.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 1.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 23.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%2023.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 23.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 16.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%2016.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 16.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 12.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%2012.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 12.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 6.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%206.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 6.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 19.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%2019.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 19.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 22.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%2022.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 22.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 11.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%2011.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 11.pdf"">Author Link</a>"
a2corre,12/10/2020,12/10/2020,a2corre,Active,101155 ShopPR Dic B 2.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155%20ShopPR%20Dic%20B%202.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-wm-dic-b-16-al-29-de-diciembre/101155 ShopPR Dic B 2.pdf"">Author Link</a>"
