Store Info,FY24 Assemblers ,Supplier Status ,Furniture <$150 ,Furniture $150-$350,Furniture $350-$500,Furniture >$500
4417,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
4420,TROC,Preferred,24.24,33.33,42.42,57.57
4420,"Backpedal Co, LLC",Secondary,28,30,40,60
4420,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4423,TROC,Preferred,26.16,35.97,45.78,62.13
4423,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4424,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4424,Ace Assemblers,Secondary,15,25.85,35.05,40.35
4424,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4427,Zeb's Assembly LLC,Preferred,14.17,24.17,34.17,44.17
4427,TROC,Secondary,24.24,33.33,42.42,57.57
4427,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4428,TROC,Preferred,24.24,33.33,42.42,57.57
4428,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4428,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4430,SOUND ASSEMBLY SERVICES,Preferred,15,35,55,85
4430,"Backpedal Co, LLC",Secondary,30,35,45,65
4430,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4435,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
4435,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
4435,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4436,TROC,Secondary,24.53,33.72,42.92,58.25
4436,"Backpedal Co, LLC",Preferred,28,30,40,60
4436,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4438,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4438,TROC,Secondary,24.41,33.56,42.71,57.97
4438,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
4439,TROC,Secondary,24.24,33.33,42.42,57.57
4439,Economy Care Services,Preferred,22.98,28.01,37.5,56
4439,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4440,TROC,Preferred,24.24,33.33,42.42,57.57
4440,"Backpedal Co, LLC",Secondary,28,30,40,60
4440,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4444,Zeb's Assembly LLC,Secondary,14.17,24.17,34.17,44.17
4444,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4444,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4446,TROC,Secondary,24.24,33.33,42.42,57.57
4446,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4446,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4450,TROC,Secondary,24.24,33.33,42.42,57.57
4450,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
4450,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4451,SOUND ASSEMBLY SERVICES,Preferred,15,35,55,85
4451,"Backpedal Co, LLC",Secondary,30,35,45,65
4451,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4456,TROC,Secondary,24.24,33.33,42.42,57.57
4456,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4457,TROC,Secondary,24.24,33.33,42.42,57.57
4457,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
4457,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4458,TROC,Preferred,24.24,33.33,42.42,57.57
4458,Economy Care Services,Secondary,22.98,28.01,37.5,56
4458,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4459,TROC,Preferred,24.24,33.33,42.42,57.57
4459,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4459,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4460,TROC,Secondary,24.24,33.33,42.42,57.57
4460,Economy Care Services,Preferred,22.98,28.01,37.5,48
4460,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4461,TROC,Secondary,24.24,33.33,42.42,57.57
4461,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
4461,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4471,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4471,TROC,Secondary,24.24,33.33,42.42,57.57
4471,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
4472,TROC,Preferred,24.24,33.33,42.42,57.57
4472,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4472,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4474,"NW Service Enterprises, Inc",Preferred,16,37.25,63.85,79.8
4474,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
4475,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4475,TROC,Secondary,24.53,33.73,42.93,58.27
4475,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4476,TROC,Preferred,24.24,33.33,42.42,57.57
4476,M&C Assembly,Secondary,48.13,67.38,86.63,125.13
4476,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
4477,TROC,Secondary,24.24,33.33,42.42,57.57
4477,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4477,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4479,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4479,TROC,Secondary,24.24,33.33,42.42,57.57
4479,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4482,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
4482,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
4482,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4483,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
4483,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
4483,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4484,TROC,Preferred,24.24,33.33,42.42,57.57
4484,Economy Care Services,Secondary,22.98,28.01,37.5,56
4484,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4487,TROC,Preferred,24.64,33.88,43.12,58.52
4487,"Backpedal Co, LLC",Secondary,28,30,40,60
4487,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4488,"NW Service Enterprises, Inc",Preferred,16,37.25,63.85,71.3
4488,TROC,Secondary,24.45,33.62,42.79,58.08
4488,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4497,TROC,Secondary,24.24,33.33,42.42,57.57
4497,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
4497,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4499,TROC,Preferred,24.24,33.33,42.42,57.57
4499,Economy Care Services,Secondary,22.98,28.01,37.5,56
4499,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4501,Coretech,Secondary,25,35,45,70
4501,TROC,Secondary,24.24,33.33,42.42,57.57
4501,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4503,TROC,Secondary,24.24,33.33,42.42,57.57
4503,Economy Services ,Secondary,65,160,400,48
4503,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4506,TROC,Preferred,24.24,33.33,42.42,57.57
4506,"Backpedal Co, LLC",Secondary,28,30,40,60
4506,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4508,TROC,Preferred,24.24,33.33,42.42,57.57
4508,Advantage Solutions ,Secondary,32,37,50,65
4508,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4509,TROC,Secondary,24.24,33.33,42.42,57.57
4509,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4509,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4511,"ULTIMATE ASSEMBLY, LLC",Secondary,25,32.5,43.5,55
4511,TROC,Secondary,24.24,33.33,42.42,57.57
4511,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4512,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4512,INSTALLER PRO,Secondary,25,32,45,60
4512,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4514,TROC,Preferred,24.24,33.33,42.42,57.57
4514,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4520,Zeb's Assembly LLC,Preferred,14.17,24.17,34.17,44.17
4520,TROC,Secondary,24.24,33.33,42.42,57.57
4520,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4521,TROC,Preferred,24.24,33.33,42.42,57.57
4521,"Backpedal Co, LLC",Secondary,28,30,40,60
4521,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4526,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4526,INSTALLER PRO,Secondary,25,32,45,60
4526,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4529,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
4529,Tec Assembly Inc,Secondary,25,30,40,50
4529,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4531,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
4531,Tec Assembly Inc,Secondary,25,30,40,50
4531,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4533,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
4533,TROC,Secondary,24.24,33.33,42.42,57.57
4533,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4538,TROC,Secondary,24.24,33.33,42.42,57.57
4538,Economy Care Services,Secondary,22.98,28.01,37.5,56
4538,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4540,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4540,TROC,Secondary,24.98,34.35,43.72,59.33
4540,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4543,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
4543,Ace Assemblers,Secondary,15,25.85,35.05,40.35
4543,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4553,ALL STAR ASSEMBLY LLC,Secondary,19.5,26.5,36.5,46.99
4553,TROC,Secondary,24.89,34.23,43.56,59.12
4553,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4554,TROC,Secondary,24.24,33.33,42.42,57.57
4554,"Backpedal Co, LLC",Preferred,28,30,40,60
4554,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4556,Coretech,Secondary,25,35,45,70
4556,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
4556,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4557,Elite Assemblers llc,Secondary,40,67,82,166
4557,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4557,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4558,TROC,Secondary,24.24,33.33,42.42,57.57
4558,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4558,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4564,TROC,Preferred,24.24,33.33,42.42,57.57
4564,Economy Care Services,Secondary,22.98,28.01,37.5,56
4564,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4567,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4567,TROC,Secondary,24.24,33.33,42.42,57.57
4567,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4568,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4568,TROC,Secondary,24.24,33.33,42.42,57.57
4568,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4569,TROC,Secondary,24.24,33.33,42.42,57.57
4569,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4570,TROC,Secondary,24.24,33.33,42.42,57.57
4570,The Ready To Assemble Company Inc,Secondary,20,35,45,60
4570,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4574,TROC,Secondary,24.24,33.33,42.42,57.57
4574,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4574,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4581,TROC,Secondary,24.24,33.33,42.42,57.57
4581,"American Assembly, Inc",Preferred,25,40,60,60
4581,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4583,TROC,Preferred,24.24,33.33,42.42,57.57
4583,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4583,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4588,FAST ASSEMBLY SOLUTIONS LLC,Secondary,35,45,55,65
4588,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4588,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4590,ALL STAR ASSEMBLY LLC,Secondary,19.5,26.5,36.5,46.99
4590,TROC,Secondary,24.48,33.66,42.84,58.14
4590,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4593,TROC,Secondary,24.24,33.33,42.42,57.57
4593,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4593,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4594,TROC,Secondary,24.24,33.33,42.42,57.57
4594,Economy Care Services,Preferred,22.98,28.01,37.5,48
4594,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4597,Coretech,Secondary,25,35,45,70
4597,TROC,Secondary,24.24,33.33,42.42,57.57
4597,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4599,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
4599,TROC,Secondary,24.24,33.33,42.42,57.57
4599,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4600,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4600,TROC,Secondary,24.24,33.33,42.42,57.57
4600,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
4601,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
4601,TROC,Secondary,24.24,33.33,42.42,57.57
4601,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4606,TROC,Secondary,25.19,34.63,44.08,59.82
4606,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4606,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4609,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4609,Elite Assembly of Ohio,Secondary,15.96,27.96,44.96,79.96
4609,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
4611,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4611,TROC,Secondary,24.74,34.02,43.3,58.76
4611,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4612,TROC,Secondary,24.24,33.33,42.42,57.57
4612,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4615,Economy Care Services,Secondary,22.98,28.01,37.5,56
4615,TROC,Secondary,24.24,33.33,42.42,57.57
4615,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
4616,TROC,Secondary,24.24,33.33,42.42,57.57
4616,"Backpedal Co, LLC",Preferred,28,30,40,60
4616,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4623,TROC,Preferred,24.24,33.33,42.42,57.57
4623,M&C Assembly,Secondary,48.13,67.38,86.63,125.13
4623,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
4627,TROC,Secondary,24.24,33.33,42.42,57.57
4627,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4627,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4631,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
4631,Economy Care Services,Secondary,22.98,28.01,37.5,48
4631,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4635,TROC,Preferred,24.24,33.33,42.42,57.57
4635,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4635,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4636,TROC,Secondary,24.24,33.33,42.42,57.57
4636,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4637,Economy Care Services,Secondary,22.98,28.01,37.5,56
4637,TROC,Secondary,24.24,33.33,42.42,57.57
4637,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
4638,TROC,Preferred,24.24,33.33,42.42,57.57
4638,Economy Care Services,Secondary,22.98,28.01,37.5,56
4638,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
4639,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4639,TROC,Preferred,24.56,33.77,42.98,58.33
4639,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4641,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
4641,Tec Assembly Inc,Preferred,25,30,40,50
4641,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4643,TROC,Secondary,24.24,33.33,42.42,57.57
4643,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4644,Coretech,Secondary,25,35,45,70
4644,TROC,Secondary,24.24,33.33,42.42,57.57
4644,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4653,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4653,TROC,Secondary,27.47,37.77,48.07,65.23
4653,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
4660,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4660,TROC,Secondary,24.24,33.33,42.42,57.57
4660,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4664,TROC,Secondary,24.24,33.33,42.42,57.57
4664,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
4664,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4677,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
4677,TROC,Secondary,24.97,34.33,43.69,59.3
4677,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
4678,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4678,TROC,Secondary,24.24,33.33,42.42,57.57
4678,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
4679,TROC,Secondary,24.24,33.33,42.42,57.57
4679,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
4679,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4681,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
4681,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
4681,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4682,TROC,Secondary,25.59,35.19,44.79,60.78
4682,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4683,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
4683,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
4683,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4687,TROC,Secondary,24.4,33.55,42.7,57.95
4687,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4689,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4689,TROC,Secondary,24.24,33.33,42.42,57.57
4689,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4690,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
4690,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
4690,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4695,TROC,Secondary,24.33,33.45,42.57,57.78
4695,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4695,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4696,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4696,TROC,Secondary,26.33,36.2,46.07,62.53
4696,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4697,TROC,Secondary,24.24,33.33,42.42,57.57
4697,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4699,TROC,Secondary,24.56,33.77,42.98,58.33
4699,Tec Assembly Inc,Secondary,25,30,40,50
4699,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
4734,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4734,TROC,Secondary,24.24,33.33,42.42,57.57
4734,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4849,TROC,Secondary,28.54,39.24,49.95,67.78
4849,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4865,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
4865,TROC,Preferred,29.04,39.93,50.82,68.97
4865,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
5003,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
5003,TROC,Secondary,24.24,33.33,42.42,57.57
5003,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
5012,TROC,Secondary,24.24,33.33,42.42,57.57
5012,The Ready To Assemble Company Inc,Secondary,20,35,45,60
5012,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
5022,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
5022,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
5022,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
5023,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
5023,TROC,Preferred,26.64,36.63,46.62,63.27
5023,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
5025,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
5025,Economy Care Services,Secondary,22.98,28.01,37.5,56
5025,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
5027,Coretech,Secondary,25,35,45,70
5027,TROC,Secondary,24.24,33.33,42.42,57.57
5027,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
5028,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
5028,TROC,Secondary,24.24,33.33,42.42,57.57
5028,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
5029,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
5029,TROC,Secondary,24.24,33.33,42.42,57.57
5029,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
5030,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
5030,TROC,Secondary,24.24,33.33,42.42,57.57
5030,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
5031,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
5031,Ace Assemblers,Preferred,15,25.85,35.05,40.35
5031,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
5032,Elite Assemblers llc,Secondary,41,67,82,166
5032,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
5032,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
5033,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
5033,TROC,Secondary,24.24,33.33,42.42,57.57
5033,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
5034,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
5034,TROC,Secondary,24.24,33.33,42.42,57.57
5034,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
5035,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
5035,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
5035,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
5036,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
5036,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
5036,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
5037,Zeb's Assembly LLC,Secondary,14.17,24.17,34.17,44.17
5037,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
5037,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
5038,TROC,Secondary,25.01,34.39,43.77,59.41
5038,Tec Assembly Inc,Secondary,25,30,40,50
5038,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
5039,TROC,Secondary,24.24,33.33,42.42,57.57
5039,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
5040,Coretech,Secondary,25,35,45,70
5040,TROC,Secondary,27.79,38.22,48.64,66.01
5040,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
5041,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
5041,TROC,Secondary,25.59,35.19,44.79,60.78
5041,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
5044,TROC,Secondary,24.24,33.33,42.42,57.57
5044,Tec Assembly Inc,Secondary,25,30,40,50
5044,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
