Store Number,Serial Number,SIM Status,SIM Last Update,Acquisition Date,Manufacturer name,Model,Caliber,Firearm type,Notes,UPC
5151,410A21-000113,Do Not Sell,4/26/2021 3:40:17 PM,2021-04-26T12:00:00,UTAS-USA/HATFIELD GUN CO.,SAS,410 GAUGE,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",860001150810
5151,410S21009879,Backroom Available,1/26/2022 4:14:58 PM,2022-01-26T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,410 BORE,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004904
5173,12A16-106168,Do Not Sell,10/8/2020 5:59:56 PM,2016-08-17T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004805
5175,1040537,Do Not Sell,4/15/2022 11:39:35 PM,2022-01-26T12:00:00,"K.S.A.,LLC",CRICKETT,22 S.L. OR LR.,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",611613002307
5175,201166P,Do Not Sell,12/21/2020 9:25:04 PM,2020-12-18T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356232588
5175,20P4101712,Do Not Sell,11/3/2020 10:22:04 PM,2020-09-30T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
5175,KW2004204,Do Not Sell,9/23/2021 2:36:38 AM,2020-07-10T12:00:00,KRAL (TURKEY)/TRISTAR,UPLAND HTR,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780980812
5175,P298800,Do Not Sell,4/15/2022 11:39:49 PM,2022-01-21T12:00:00,SAVAGE ARMS INC.,AXIS,6.5 CREEDMOOR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356571526
5186,G855610,Display Available,11/18/2020 7:50:37 PM,2009-01-05T12:00:00,SAVAGE ARMS INC./SAVAGE ARMS INC.,10,243 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174536
5186,H70032098,Do Not Sell,4/14/2020 7:42:14 PM,2018-10-22T12:00:00,"REMINGTON ARMS COMPANY, INC.",770,30-06 SPRG,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700856339
5186,K782585,Do Not Sell,11/29/2020 7:02:05 PM,2017-11-06T12:00:00,SAVAGE ARMS INC./&NBSP;,AXIS,22-250 REM,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356221452
5186,Nz862717,Do Not Sell,4/14/2020 7:42:30 PM,2017-09-26T12:00:00,"HAWK INDUSTRIES CO. LTD./H&R 1871, LLC",PARDNER PUMP,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",010633015180
5199,690-47162,Display Available,7/14/2020 7:25:44 PM,2012-10-30T12:00:00,RUGER,AMERICAN,270 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",736676069026
5199,SR367570,Backroom Available,10/20/2018 4:34:00 PM,2012-11-21T12:00:00,BRAZTECH INTERNATIONAL (Brazil)/TAURUS,SINGLE SHOT,410 GA,SHOTGUN,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",662205975011
5232,21PA20V-1827,Do Not Sell,6/4/2022 4:48:22 AM,2022-01-28T12:00:00,MERAK/CHIAPPA FIREARMS USA,301,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",860007252129
5232,410S21009908,Backroom Available,4/25/2022 4:41:22 PM,2022-01-28T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,410 BORE,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004904
5239,28A20-002277,Do Not Sell,1/8/2021 10:12:49 PM,2020-12-10T12:00:00,UTAS-USA/HATFIELD GUN CO.,SAS,28 GAUGE,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",860001150827
5239,3280885,Do Not Sell,8/23/2021 6:51:44 PM,2019-04-26T12:00:00,SAVAGE ARMS (CANADA) INC./SAVAGE ARMS INC.,A22,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654472268
5239,H70010174,Do Not Sell,1/24/2021 6:44:13 PM,2020-12-06T15:08:18,REMINGTON ARMS COMPANY,770,308 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700856346
5239,H70025426,Do Not Sell,1/24/2021 6:44:32 PM,2021-01-24T18:43:50,"REMINGTON ARMS COMPANY, INC.",770,7MM REM MAG,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700856353
5239,MV0825436,Do Not Sell,6/16/2022 8:30:52 PM,2022-06-06T12:00:00,MAVERICK ARMS,88,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",049533322029
5239,RA34628C,Do Not Sell,1/16/2021 10:29:50 PM,2020-09-03T12:00:00,REMINGTON ARMS COMPANY,783,30-06 SPRG,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700858463
5241,410S21010510,Backroom Available,2/17/2022 2:43:15 PM,2022-02-17T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,410 BORE,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004904
5252,G586405,Backroom Available,7/6/2021 3:02:03 PM,2007-02-08T12:00:00,SAVAGE ARMS INC.,11F,7MM-08,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174031
5252,G727627,Backroom Available,10/14/2018 7:54:52 PM,2008-01-15T12:00:00,SAVAGE ARMS INC.,10,243 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174536
5254,US69233,Backroom Available,10/1/2021 2:21:33 AM,2009-12-10T12:00:00,HENRY,AR-7,.22 LR,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",619835002006
5266,KRU007301,Do Not Sell,1/17/2019 6:19:01 PM,2015-08-05T12:00:00,KRAL (TURKEY)/TRISTAR,UPLAND HTR,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780980362
5266,V1100497,Do Not Sell,9/30/2020 5:13:04 PM,2020-01-30T12:00:00,MOSSBERG,500,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813501361
5275,KA55714,Backroom Available,5/11/2022 3:24:50 PM,2022-05-11T12:00:00,MOSSBERG INTERNATIONAL,SA-20,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",884110757715
5288,20A16-101854,Do Not Sell,10/6/2018 9:37:45 PM,2016-07-26T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004836
5288,764851,Do Not Sell,10/6/2018 9:37:22 PM,2016-06-23T12:00:00,"KSA,LLC",CRICKETT,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",611613002307
5307,12A16-115119,Do Not Sell,6/7/2019 4:17:42 PM,2016-12-27T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004805
5307,20S21-0006185,Backroom Available,5/2/2022 4:27:18 PM,2022-05-02T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004911
5307,MV0768374,Do Not Sell,4/29/2022 12:18:18 PM,2022-03-29T12:00:00,MOSSBERG,MAVERICK MODEL 88,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",049533322005
5358,N792376,Do Not Sell,2/3/2021 9:34:38 PM,2020-10-22T12:00:00,SAVAGE ARMS INC.,AXIS,243 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356571540
5369,201118P,Do Not Sell,2/6/2021 6:14:04 PM,2020-12-22T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356232588
5369,20A20-001022,Do Not Sell,8/5/2020 9:34:08 PM,2020-08-05T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004836
5369,G755816,Backroom Available,4/20/2020 9:15:57 PM,2008-03-16T12:00:00,SAVAGE ARMS INC./SAVAGE ARMS INC.,10,243 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174536
5369,H70021602,Do Not Sell,9/29/2019 10:41:23 PM,2019-09-12T12:00:00,REMINGTON ARMS COMPANY,770,308 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700856346
5369,MV0344500,Do Not Sell,11/10/2019 7:02:12 PM,2019-03-13T12:00:00,MAVERICK ARMS,88,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",049533310057
5370,H457178,Display Available,11/13/2018 5:37:07 PM,2012-02-28T12:00:00,SAVAGE ARMS INC.,10,243 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174536
5374,3109531,Do Not Sell,7/31/2020 8:12:03 PM,2018-05-02T12:00:00,SAVAGE ARMS (CANADA) INC./SAVAGE ARMS INC.,93R17,17 HMR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654968020
5374,H459126,Backroom Available,10/19/2018 11:02:16 PM,2012-12-28T12:00:00,SAVAGE ARMS INC.,110,270 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174635
5374,K793412,Do Not Sell,10/20/2018 10:03:48 PM,2017-11-13T12:00:00,SAVAGE ARMS INC.,B-MAG,17 WIN SUPER MAG,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356969125
5374,V0317765,Do Not Sell,10/20/2018 10:04:09 PM,2016-02-12T12:00:00,Mossberg,500,410 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813501040
5392,D20M03837,Do Not Sell,12/26/2020 9:29:35 PM,2020-08-27T12:00:00,ARMSAN (TURKEY)/TRISTAR,VIPER G2,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986487
5411,20A21-007398,Do Not Sell,4/27/2022 11:33:02 PM,2022-02-18T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004836
5411,3416371,Do Not Sell,4/9/2020 6:29:04 PM,2019-12-19T12:00:00,SAVAGE ARMS (CANADA) INC./SAVAGE ARMS INC.,MARK II,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654270000
5422,12A19-005713,Do Not Sell,3/17/2020 8:10:26 PM,2019-10-09T12:00:00,UTAS-USA/HATFIELD GUN CO.,SAS,12 GAUGE,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",860001150834
5422,20P4101750,Do Not Sell,11/3/2020 10:43:38 PM,2020-09-30T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
5422,MV0275238,Do Not Sell,3/17/2020 8:15:02 PM,2018-05-24T12:00:00,MAVERICK ARMS,88,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",049533310057
5428,981775,Do Not Sell,9/3/2021 2:31:24 AM,2021-04-14T12:00:00,"K.S.A.,LLC",CRICKETT,22 S.L. OR LR.,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",611613002307
5428,GB761829,Do Not Sell,8/30/2021 12:09:15 AM,2021-08-24T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"".  This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004911
5428,MV0550362,Do Not Sell,5/3/2022 12:54:14 AM,2020-12-11T12:00:00,MAVERICK ARMS,88,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",049533322029
5458,V1222224,Do Not Sell,5/9/2021 9:08:11 PM,2021-02-11T12:00:00,MOSSBERG,500,410 BORE,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813501040
5460,20A21007663,Display Available,3/11/2022 6:39:03 PM,2022-02-09T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004836
5471,690-26348,Backroom Available,2/4/2021 8:28:19 PM,2012-07-30T12:00:00,Ruger,AMERICAN,270 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",736676069026
5482,H627103,Display Available,4/2/2021 1:01:53 PM,2012-07-25T12:00:00,SAVAGE ARMS,42,22 LR/410 GA,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356196668
5497,M72107194,Do Not Sell,10/20/2018 4:51:03 PM,2017-10-02T12:00:00,REMINGTON ARMS COMPANY,770,300 WIN MAG,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700856360
5497,M72154124,Do Not Sell,10/20/2018 4:43:36 PM,2017-09-29T12:00:00,"REMINGTON ARMS COMPANY, INC.",770,30-06 SPRG,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700856339
5498,12P22000297,Backroom Available,4/15/2022 9:25:31 PM,2022-04-15T12:00:00,HATFIELD (TURKEY)/UTAS-USA,PAS,12 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004539
5707,159280P,Do Not Sell,3/31/2020 2:03:17 PM,2016-01-18T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356194985
5707,KRA071775,Do Not Sell,9/23/2020 4:26:59 PM,2019-08-13T12:00:00,KRAL (TURKEY)/TRISTAR,RAPTOR,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780204246
5707,RS51352Y,Do Not Sell,3/31/2020 1:55:35 PM,2016-07-29T12:00:00,REMINGTON ARMS COMPANY,870,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700255828
5707,V0276181,Do Not Sell,7/27/2020 2:22:33 PM,2016-01-07T12:00:00,Mossberg,500,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813541329
5709,12A21-001203,Do Not Sell,5/1/2021 12:18:25 PM,2021-05-01T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004805
5709,201452D,Do Not Sell,9/22/2020 7:45:12 PM,2020-09-17T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356194930
5709,21P4104262,Do Not Sell,5/7/2021 4:46:45 PM,2021-05-07T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
5709,28A21-002847,Do Not Sell,9/26/2021 4:50:57 PM,2021-08-25T12:00:00,UTAS-USA/HATFIELD GUN CO.,SAS,28 GAUGE,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",860001150827
5709,ft9037,Do Not Sell,10/24/2018 6:23:25 PM,2013-11-07T12:00:00,BRAZTECH INTERNATIONAL/TAURUS,CIRCUIT JUDGE,45 COLT (LC)/410 GAUGE,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",662205985546
5709,KW2001715,Do Not Sell,5/6/2020 3:36:43 PM,2020-05-04T12:00:00,KRAL (TURKEY)/TRISTAR,UPLAND HTR,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780980362
5709,m72036943,Do Not Sell,3/12/2020 11:12:51 PM,2014-11-06T12:00:00,REMINGTON ARMS COMPANY,770,243 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700856377
5709,MN94286A,Do Not Sell,2/5/2021 6:25:59 PM,2021-02-05T12:00:00,THE MARLIN FIREARMS CO.,60,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",026495074906
5709,N667389,Do Not Sell,11/9/2020 1:35:11 AM,2020-06-25T12:00:00,SAVAGE ARMS INC.,AXIS,6.5 CREEDMOOR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356221490
5709,N789862,Do Not Sell,10/22/2020 4:35:06 PM,2020-10-22T12:00:00,SAVAGE ARMS INC.,AXIS,308 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356571519
5709,V1342958,Do Not Sell,5/27/2021 11:33:52 AM,2021-05-27T12:00:00,MOSSBERG,500,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813501200
5731,CC39827A,Do Not Sell,10/15/2021 8:26:32 PM,2016-08-29T12:00:00,REMINGTON,870,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700255781
5743,MV0444645,Do Not Sell,3/30/2020 3:51:13 PM,2020-03-30T12:00:00,MAVERICK ARMS,88,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",049533322029
5743,N596301,Do Not Sell,8/7/2020 3:48:31 PM,2020-07-29T12:00:00,SAVAGE ARMS,AXIS,6.5 CREEDMOOR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356226761
5747,RS64176E,Do Not Sell,10/6/2018 7:08:08 PM,2011-11-18T12:00:00,REMINGTON ARMS COMPANY,870,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700255682
5799,12A21014518,Backroom Available,6/17/2022 6:49:35 PM,2022-06-17T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004805
5799,12A21014519,Backroom Available,6/17/2022 6:47:24 PM,2022-06-17T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004805
5799,20A22000608,Backroom Available,6/17/2022 6:52:14 PM,2022-06-17T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004836
5841,MV0555129,Do Not Sell,12/8/2021 11:58:37 PM,2020-12-10T12:00:00,MOSSBERG,MAVERICK MODEL 88,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",049533322005
5845,12S21007678,Display Available,5/10/2022 7:57:10 PM,2022-04-13T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004928
